feature,block,mean_abs_shap,folds_selected,selection_frequency
meth:SPNS2,methylation,0.0,2,0.04
meth:SPNS3,methylation,0.0,0,0.0
meth:SPO11,methylation,0.0,0,0.0
meth:SPOCK1,methylation,0.0,0,0.0
meth:SPOCK2,methylation,0.0,1,0.02
meth:SPI1,methylation,0.0,0,0.0
meth:SPIB,methylation,0.0,0,0.0
meth:SPINK1,methylation,0.0,0,0.0
meth:SPINK2,methylation,0.0,0,0.0
meth:SPINK5L2,methylation,0.0,0,0.0
meth:SOX15,methylation,0.0,2,0.04
expr:ALLC,expression,0.0,0,0.0
expr:ALOX12,expression,0.0,0,0.0
expr:ALOX12B,expression,0.0,0,0.0
expr:ALOX15,expression,0.0,0,0.0
meth:SNX20,methylation,0.0,1,0.02
meth:SNX25,methylation,0.0,0,0.0
meth:SNX30,methylation,0.0,2,0.04
meth:SNX31,methylation,0.0,0,0.0
meth:SNX32,methylation,0.0,0,0.0
meth:SNX7,methylation,0.0,0,0.0
meth:SNX9,methylation,0.0,0,0.0
meth:SOAT2,methylation,0.0,0,0.0
meth:SPAG17,methylation,0.0,0,0.0
meth:SOX21,methylation,0.0,0,0.0
meth:SPAG6,methylation,0.0,0,0.0
meth:SPAG7,methylation,0.0,0,0.0
meth:SPAM1,methylation,0.0,0,0.0
meth:SPARC,methylation,0.0,0,0.0
meth:SPATA18,methylation,0.0,0,0.0
meth:SP140,methylation,0.0,0,0.0
meth:SP140L,methylation,0.0,0,0.0
meth:SP6,methylation,0.0,1,0.02
meth:SP7,methylation,0.0,0,0.0
meth:SP8,methylation,0.0,0,0.0
meth:SP9,methylation,0.0,0,0.0
meth:SPACA3,methylation,0.0,0,0.0
meth:SPAG16,methylation,0.0,0,0.0
meth:SOX2,methylation,0.0,0,0.0
meth:SPAG4L,methylation,0.0,0,0.0
meth:TBC1D9B,methylation,0.0,3,0.06
meth:TBKBP1,methylation,0.0,0,0.0
meth:TBPL2,methylation,0.0,0,0.0
meth:TBR1,methylation,0.0,0,0.0
meth:TBX1,methylation,0.0,0,0.0
meth:TBX10,methylation,0.0,0,0.0
meth:TBX18,methylation,0.0,0,0.0
meth:TBX19,methylation,0.0,0,0.0
meth:TAS2R8,methylation,0.0,0,0.0
meth:TAS2R9,methylation,0.0,0,0.0
meth:TAT,methylation,0.0,0,0.0
meth:TBC1D10C,methylation,0.0,0,0.0
meth:TBC1D20,methylation,0.0,0,0.0
expr:AL353588.1,expression,0.0,0,0.0
meth:TBC1D23,methylation,0.0,5,0.1
meth:TBC1D8,methylation,0.0,0,0.0
meth:TENC1,methylation,0.0,0,0.0
meth:TERC,methylation,0.0,2,0.04
meth:TESC,methylation,0.0,0,0.0
meth:TESSP1,methylation,0.0,0,0.0
meth:TET1,methylation,0.0,0,0.0
meth:TET3,methylation,0.0,0,0.0
meth:TEX101,methylation,0.0,0,0.0
expr:AICDA,expression,0.0,5,0.1
meth:TDRG1,methylation,0.0,1,0.02
meth:TECRL,methylation,0.0,0,0.0
meth:TECTA,methylation,0.0,19,0.38
meth:TBC1D21,methylation,0.0,0,0.0
meth:TACSTD2,methylation,0.0,0,0.0
meth:TAF1B,methylation,0.0,1,0.02
meth:TAF1L,methylation,0.0,0,0.0
meth:TAF7,methylation,0.0,1,0.02
meth:TAAR5,methylation,0.0,0,0.0
meth:TAAR6,methylation,0.0,0,0.0
meth:TAAR8,methylation,0.0,0,0.0
meth:TAAR9,methylation,0.0,1,0.02
meth:TAC1,methylation,0.0,0,0.0
meth:TAC3,methylation,0.0,0,0.0
meth:TAC4,methylation,0.0,0,0.0
meth:TACC1,methylation,0.0,0,0.0
meth:TCEA3,methylation,0.0,1,0.02
meth:TCEA2,methylation,0.0,11,0.22
meth:TCERG1L,methylation,0.0,1,0.02
meth:TCF15,methylation,0.0,0,0.0
meth:TCF21,methylation,0.0,2,0.04
meth:TCF7,methylation,0.0,0,0.0
meth:TCHH,methylation,0.0,0,0.0
meth:TCHHL1,methylation,0.0,0,0.0
meth:TBX2,methylation,0.0,1,0.02
meth:TBX20,methylation,0.0,0,0.0
meth:TBX21,methylation,0.0,0,0.0
meth:TBX4,methylation,0.0,0,0.0
meth:TBX6,methylation,0.0,3,0.06
meth:TCAM1,methylation,0.0,0,0.0
meth:TCAP,methylation,0.0,0,0.0
meth:TCEB3B,methylation,0.0,0,0.0
expr:AKNA,expression,0.0,0,0.0
expr:AKNAD1,expression,0.0,0,0.0
expr:AKR1B1,expression,0.0,0,0.0
expr:AKR1B10,expression,0.0,1,0.02
expr:AKR1B15,expression,0.0,1,0.02
expr:AKR1C1,expression,0.0,0,0.0
expr:AK5,expression,0.0,0,0.0
expr:AK8,expression,0.0,0,0.0
expr:AK9,expression,0.0,0,0.0
expr:AKAP11,expression,0.0,0,0.0
expr:AKAP12,expression,0.0,0,0.0
expr:AKAP14,expression,0.0,1,0.02
expr:AKAP3,expression,0.0,0,0.0
meth:TECTB,methylation,0.0,0,0.0
expr:AIF1,expression,0.0,0,0.0
expr:AIF1L,expression,0.0,3,0.06
expr:AIFM3,expression,0.0,0,0.0
expr:AIM2,expression,0.0,0,0.0
expr:AIPL1,expression,0.0,0,0.0
expr:AIRE,expression,0.0,0,0.0
expr:AJAP1,expression,0.0,0,0.0
expr:AK4,expression,0.0,0,0.0
meth:THPO,methylation,0.0,2,0.04
meth:THSD1,methylation,0.0,0,0.0
meth:THSD1P,methylation,0.0,0,0.0
meth:THSD4,methylation,0.0,0,0.0
meth:THSD7A,methylation,0.0,0,0.0
expr:AKAP5,expression,0.0,1,0.02
meth:TEK,methylation,0.0,0,0.0
meth:TEKT1,methylation,0.0,1,0.02
meth:TEKT3,methylation,0.0,0,0.0
meth:TEKT5,methylation,0.0,0,0.0
meth:TCTEX1D4,methylation,0.0,5,0.1
meth:TDGF1,methylation,0.0,0,0.0
meth:TDH,methylation,0.0,0,0.0
meth:TDO2,methylation,0.0,0,0.0
meth:TDRD10,methylation,0.0,0,0.0
meth:TDRD12,methylation,0.0,0,0.0
meth:TDRD5,methylation,0.0,0,0.0
meth:TDRD9,methylation,0.0,0,0.0
meth:TCL1A,methylation,0.0,0,0.0
expr:AKAP9,expression,0.0,1,0.02
meth:TCN1,methylation,0.0,0,0.0
meth:TCOF1,methylation,0.0,0,0.0
meth:TCP11,methylation,0.0,0,0.0
meth:TCTE1,methylation,0.0,2,0.04
meth:TCTEX1D1,methylation,0.0,0,0.0
expr:AKR1C2,expression,0.0,0,0.0
expr:AKR1C3,expression,0.0,0,0.0
expr:AKR1C4,expression,0.0,3,0.06
meth:TEX19,methylation,0.0,0,0.0
meth:TF,methylation,0.0,4,0.08
meth:TFAMP1,methylation,0.0,0,0.0
meth:TFAP2B,methylation,0.0,0,0.0
meth:TFAP2C,methylation,0.0,0,0.0
expr:AKAP6,expression,0.0,0,0.0
meth:TCL6,methylation,0.0,0,0.0
expr:AKR1D1,expression,0.0,1,0.02
meth:SVEP1,methylation,0.0,0,0.0
meth:SVOP,methylation,0.0,0,0.0
meth:SYCE1,methylation,0.0,0,0.0
meth:SYCP1,methylation,0.0,0,0.0
meth:SYCP2,methylation,0.0,0,0.0
meth:SYCP2L,methylation,0.0,0,0.0
meth:SYDE1,methylation,0.0,12,0.24
meth:SYK,methylation,0.0,0,0.0
meth:SUNC1,methylation,0.0,0,0.0
meth:SURF6,methylation,0.0,9,0.18
meth:SUSD1,methylation,0.0,0,0.0
meth:SUSD2,methylation,0.0,26,0.52
meth:TACR3,methylation,0.0,0,0.0
meth:SV2A,methylation,0.0,0,0.0
meth:SV2B,methylation,0.0,0,0.0
meth:SV2C,methylation,0.0,0,0.0
meth:SULT1A2,methylation,0.0,0,0.0
meth:SULT1C2,methylation,0.0,0,0.0
meth:SULT1C4,methylation,0.0,0,0.0
meth:SULT2A1,methylation,0.0,0,0.0
meth:SULT2B1,methylation,0.0,1,0.02
meth:SULT6B1,methylation,0.0,0,0.0
meth:SUMF1,methylation,0.0,0,0.0
meth:SUMO3,methylation,0.0,0,0.0
expr:AL391987.2,expression,0.0,0,0.0
meth:STX8,methylation,0.0,0,0.0
meth:SUSD5,methylation,0.0,0,0.0
expr:AL355312.5,expression,0.0,0,0.0
expr:AL357556.3,expression,0.0,0,0.0
expr:AL358113.1,expression,0.0,0,0.0
expr:AL360181.3,expression,0.0,0,0.0
expr:AL365205.1,expression,0.0,0,0.0
expr:AL391628.1,expression,0.0,0,0.0
expr:AL391650.1,expression,0.0,0,0.0
expr:AL121758.1,expression,0.0,0,0.0
expr:AL136295.5,expression,0.0,0,0.0
expr:AL136531.2,expression,0.0,0,0.0
expr:AL139260.3,expression,0.0,0,0.0
expr:AL157935.2,expression,0.0,0,0.0
expr:AL160269.1,expression,0.0,0,0.0
expr:AKR1C8P,expression,0.0,0,0.0
expr:AKT3,expression,0.0,0,0.0
expr:AL021997.2,expression,0.0,0,0.0
expr:AL031708.1,expression,0.0,0,0.0
expr:AL031777.2,expression,0.0,1,0.02
expr:AL049839.2,expression,0.0,0,0.0
expr:AL110118.1,expression,0.0,2,0.04
expr:AL121753.1,expression,0.0,2,0.04
meth:STON2,methylation,0.0,0,0.0
meth:STOX2,methylation,0.0,0,0.0
meth:STRA8,methylation,0.0,0,0.0
meth:STUB1,methylation,0.0,0,0.0
meth:STX16,methylation,0.0,0,0.0
meth:STX1B,methylation,0.0,0,0.0
expr:AL162231.1,expression,0.0,0,0.0
meth:SYN2,methylation,0.0,0,0.0
meth:SYN3,methylation,0.0,0,0.0
meth:SYNC,methylation,0.0,0,0.0
meth:SYNE1,methylation,0.0,0,0.0
meth:SYNGAP1,methylation,0.0,2,0.04
meth:SYNGR1,methylation,0.0,0,0.0
meth:SYNGR2,methylation,0.0,0,0.0
meth:SYNGR3,methylation,0.0,6,0.12
meth:TAS1R3,methylation,0.0,12,0.24
meth:TAS2R13,methylation,0.0,0,0.0
meth:TAS2R16,methylation,0.0,16,0.32
meth:TAS2R38,methylation,0.0,0,0.0
meth:TAS2R39,methylation,0.0,0,0.0
meth:STXBP2,methylation,0.0,0,0.0
meth:TAS2R60,methylation,0.0,0,0.0
meth:TAS2R7,methylation,0.0,0,0.0
meth:TAF8,methylation,0.0,4,0.08
meth:TAGAP,methylation,0.0,0,0.0
meth:TAGLN3,methylation,0.0,0,0.0
meth:TAL1,methylation,0.0,1,0.02
meth:TAPBP,methylation,0.0,0,0.0
meth:TAPT1,methylation,0.0,0,0.0
meth:TARM1,methylation,0.0,0,0.0
meth:TAS1R2,methylation,0.0,0,0.0
meth:TACC2,methylation,0.0,0,0.0
meth:TACR1,methylation,0.0,0,0.0
meth:TACR2,methylation,0.0,2,0.04
meth:TAS2R42,methylation,0.0,2,0.04
meth:STXBP6,methylation,0.0,0,0.0
meth:SUCNR1,methylation,0.0,0,0.0
meth:SUGT1P1,methylation,0.0,0,0.0
meth:SULF2,methylation,0.0,0,0.0
meth:SULT1A1,methylation,0.0,0,0.0
meth:SYT8,methylation,0.0,0,0.0
meth:SYT9,methylation,0.0,0,0.0
meth:SYTL1,methylation,0.0,0,0.0
meth:SYTL3,methylation,0.0,0,0.0
meth:T,methylation,0.0,0,0.0
meth:T-SP1,methylation,0.0,0,0.0
meth:TAAR1,methylation,0.0,0,0.0
meth:TAAR3,methylation,0.0,0,0.0
meth:SYT14,methylation,0.0,0,0.0
meth:SYT16,methylation,0.0,0,0.0
meth:SYT17,methylation,0.0,0,0.0
meth:SYT2,methylation,0.0,0,0.0
meth:SYT3,methylation,0.0,4,0.08
meth:SYT4,methylation,0.0,0,0.0
meth:SYT5,methylation,0.0,0,0.0
meth:SYT6,methylation,0.0,0,0.0
meth:SYNM,methylation,0.0,3,0.06
meth:SYNPR,methylation,0.0,0,0.0
meth:SYPL2,methylation,0.0,0,0.0
meth:SYS1-DBNDD2,methylation,0.0,0,0.0
meth:SYT1,methylation,0.0,0,0.0
meth:SYT10,methylation,0.0,0,0.0
meth:SYT13,methylation,0.0,0,0.0
meth:SYT14L,methylation,0.0,0,0.0
meth:SLC25A22,methylation,0.0,0,0.0
meth:SLC25A26,methylation,0.0,2,0.04
meth:SLC25A27,methylation,0.0,0,0.0
expr:APBB1IP,expression,0.0,5,0.1
expr:APBB2,expression,0.0,0,0.0
expr:APCDD1,expression,0.0,0,0.0
expr:APELA,expression,0.0,0,0.0
expr:APLF,expression,0.0,0,0.0
expr:APLN,expression,0.0,0,0.0
expr:APLNR,expression,0.0,11,0.22
meth:SLC38A2,methylation,0.0,1,0.02
expr:AP000356.5,expression,0.0,0,0.0
expr:AP000812.4,expression,0.0,0,0.0
meth:SNORD116-21,methylation,0.0,0,0.0
expr:AP001453.3,expression,0.0,1,0.02
expr:AP1M2,expression,0.0,0,0.0
expr:APAF1,expression,0.0,0,0.0
expr:APBB1,expression,0.0,0,0.0
meth:SLC36A3,methylation,0.0,0,0.0
meth:SLC37A2,methylation,0.0,0,0.0
meth:SLC38A1,methylation,0.0,0,0.0
meth:SLC38A11,methylation,0.0,0,0.0
expr:ANXA8L1,expression,0.0,0,0.0
expr:AOC1,expression,0.0,0,0.0
expr:AOC3,expression,0.0,0,0.0
expr:AOX1,expression,0.0,4,0.08
meth:SLC34A1,methylation,0.0,0,0.0
expr:AP000944.5,expression,0.0,0,0.0
meth:SLC2A6,methylation,0.0,0,0.0
meth:SLC2A7,methylation,0.0,0,0.0
meth:SLC2A8,methylation,0.0,1,0.02
meth:SLC2A9,methylation,0.0,1,0.02
meth:SLC30A10,methylation,0.0,0,0.0
meth:SLC30A2,methylation,0.0,0,0.0
meth:SLC30A3,methylation,0.0,0,0.0
meth:SLC32A1,methylation,0.0,0,0.0
meth:SLC27A6,methylation,0.0,0,0.0
meth:SLC28A1,methylation,0.0,1,0.02
meth:SLC29A3,methylation,0.0,0,0.0
meth:SLC2A10,methylation,0.0,0,0.0
meth:SLC2A14,methylation,0.0,0,0.0
meth:SLC25A21,methylation,0.0,0,0.0
meth:SLC2A3,methylation,0.0,0,0.0
meth:SLC2A5,methylation,0.0,0,0.0
meth:SLC25A39,methylation,0.0,0,0.0
meth:SLC25A41,methylation,0.0,1,0.02
meth:SLC26A1,methylation,0.0,1,0.02
meth:SLC26A10,methylation,0.0,0,0.0
meth:SLC26A4,methylation,0.0,0,0.0
meth:SLC26A5,methylation,0.0,0,0.0
meth:SLC26A9,methylation,0.0,0,0.0
meth:SLC27A5,methylation,0.0,0,0.0
meth:SLC24A4,methylation,0.0,0,0.0
meth:SLC25A2,methylation,0.0,0,0.0
meth:SLC25A20,methylation,0.0,0,0.0
meth:SLC2A2,methylation,0.0,8,0.16
meth:SLC4A4,methylation,0.0,0,0.0
meth:SLC38A3,methylation,0.0,0,0.0
meth:SLC38A4,methylation,0.0,0,0.0
meth:SLC39A12,methylation,0.0,0,0.0
meth:SLC39A2,methylation,0.0,0,0.0
meth:SLC3A1,methylation,0.0,0,0.0
meth:SLC41A2,methylation,0.0,0,0.0
meth:SLC43A3,methylation,0.0,5,0.1
meth:SLC44A4,methylation,0.0,0,0.0
meth:SLFN12L,methylation,0.0,0,0.0
meth:SLFN13,methylation,0.0,0,0.0
meth:SLFN14,methylation,0.0,0,0.0
meth:SLIT1,methylation,0.0,0,0.0
meth:SLC34A2,methylation,0.0,0,0.0
meth:SLIT3,methylation,0.0,0,0.0
meth:SLITRK1,methylation,0.0,0,0.0
meth:SLITRK5,methylation,0.0,0,0.0
meth:SLCO2B1,methylation,0.0,0,0.0
meth:SLCO3A1,methylation,0.0,0,0.0
meth:SLCO4C1,methylation,0.0,0,0.0
meth:SLCO5A1,methylation,0.0,0,0.0
meth:SLCO6A1,methylation,0.0,0,0.0
meth:SLED1,methylation,0.0,2,0.04
meth:SLFN11,methylation,0.0,0,0.0
meth:SLFN12,methylation,0.0,0,0.0
meth:SLC9A2,methylation,0.0,0,0.0
meth:SLC9A3,methylation,0.0,0,0.0
meth:SLIT2,methylation,0.0,0,0.0
meth:SLC34A3,methylation,0.0,0,0.0
meth:SLC35C2,methylation,0.0,1,0.02
meth:SLC35D2,methylation,0.0,0,0.0
meth:SLC35F3,methylation,0.0,0,0.0
meth:SLC35F4,methylation,0.0,0,0.0
meth:SLC36A2,methylation,0.0,0,0.0
meth:SLC6A18,methylation,0.0,0,0.0
meth:SLC6A19,methylation,0.0,3,0.06
meth:SLC6A20,methylation,0.0,0,0.0
meth:SLC6A4,methylation,0.0,0,0.0
meth:SLC6A5,methylation,0.0,0,0.0
meth:SLC7A10,methylation,0.0,0,0.0
meth:SLC7A11,methylation,0.0,0,0.0
meth:SLC4A10,methylation,0.0,5,0.1
meth:SLC5A2,methylation,0.0,4,0.08
meth:SLC5A4,methylation,0.0,0,0.0
meth:SLC5A8,methylation,0.0,1,0.02
meth:SLC5A9,methylation,0.0,0,0.0
meth:SLC6A1,methylation,0.0,0,0.0
meth:SLC6A13,methylation,0.0,0,0.0
meth:SLC6A15,methylation,0.0,0,0.0
meth:SLC6A17,methylation,0.0,0,0.0
meth:SLC44A5,methylation,0.0,4,0.08
meth:SLC45A4,methylation,0.0,0,0.0
meth:SLC46A3,methylation,0.0,0,0.0
meth:SLC47A1,methylation,0.0,0,0.0
meth:SLC47A2,methylation,0.0,2,0.04
meth:SLC4A1,methylation,0.0,0,0.0
meth:SLC7A13,methylation,0.0,0,0.0
meth:SLAMF8,methylation,0.0,0,0.0
meth:SLAMF9,methylation,0.0,2,0.04
meth:SLC10A1,methylation,0.0,0,0.0
meth:SLC10A2,methylation,0.0,0,0.0
meth:SLC10A4,methylation,0.0,0,0.0
meth:SIRPG,methylation,0.0,0,0.0
meth:SIVA1,methylation,0.0,1,0.02
meth:SIX1,methylation,0.0,0,0.0
meth:SIX3,methylation,0.0,0,0.0
meth:SIX6,methylation,0.0,0,0.0
meth:SKAP1,methylation,0.0,0,0.0
meth:SKAP2,methylation,0.0,0,0.0
meth:SLA2,methylation,0.0,0,0.0
expr:APOA5,expression,0.0,0,0.0
meth:SIM1,methylation,0.0,0,0.0
meth:SIM2,methylation,0.0,0,0.0
meth:SIPA1,methylation,0.0,0,0.0
meth:SIRPA,methylation,0.0,0,0.0
meth:SIRPB1,methylation,0.0,0,0.0
meth:SIRPB2,methylation,0.0,0,0.0
meth:SIRPD,methylation,0.0,0,0.0
meth:SLC1A6,methylation,0.0,0,0.0
meth:SLC1A7,methylation,0.0,1,0.02
meth:SLC22A10,methylation,0.0,0,0.0
meth:SLC22A11,methylation,0.0,0,0.0
meth:SLC22A12,methylation,0.0,0,0.0
meth:SLC22A17,methylation,0.0,5,0.1
meth:SIGMAR1,methylation,0.0,0,0.0
expr:ARHGAP24,expression,0.0,0,0.0
expr:AQP5,expression,0.0,0,0.0
expr:AQP7,expression,0.0,0,0.0
expr:AQP8,expression,0.0,6,0.12
expr:AQP9,expression,0.0,0,0.0
expr:ARAP2,expression,0.0,3,0.06
expr:ARC,expression,0.0,0,0.0
expr:AREG,expression,0.0,0,0.0
expr:ARFGEF1,expression,0.0,0,0.0
meth:SIGLEC14,methylation,0.0,0,0.0
meth:SIGLEC15,methylation,0.0,7,0.14
meth:SIGLEC16,methylation,0.0,0,0.0
meth:SIGLEC5,methylation,0.0,0,0.0
meth:SLAMF6,methylation,0.0,3,0.06
meth:SIGLEC7,methylation,0.0,0,0.0
expr:AQP2,expression,0.0,1,0.02
expr:AQP4,expression,0.0,1,0.02
meth:SLC11A1,methylation,0.0,1,0.02
meth:SLC12A3,methylation,0.0,0,0.0
meth:SLC12A4,methylation,0.0,0,0.0
meth:SLC12A5,methylation,0.0,0,0.0
meth:SLC12A8,methylation,0.0,0,0.0
meth:SLC13A2,methylation,0.0,0,0.0
meth:SLC13A3,methylation,0.0,0,0.0
meth:SLC13A4,methylation,0.0,0,0.0
meth:SLAIN1,methylation,0.0,0,0.0
meth:SLAMF1,methylation,0.0,0,0.0
meth:SIGLEC6,methylation,0.0,0,0.0
meth:SLC23A1,methylation,0.0,0,0.0
meth:SLC23A2,methylation,0.0,9,0.18
meth:SLC24A2,methylation,0.0,0,0.0
meth:SLC24A3,methylation,0.0,3,0.06
expr:APOBEC4,expression,0.0,0,0.0
expr:APOBR,expression,0.0,1,0.02
expr:APOC1,expression,0.0,0,0.0
expr:APOC3,expression,0.0,0,0.0
expr:APOE,expression,0.0,0,0.0
expr:APOL1,expression,0.0,1,0.02
expr:APOL4,expression,0.0,2,0.04
expr:APOL5,expression,0.0,0,0.0
expr:APOB,expression,0.0,0,0.0
meth:SLC22A2,methylation,0.0,0,0.0
expr:APOBEC3A,expression,0.0,0,0.0
expr:APOBEC3B,expression,0.0,0,0.0
expr:APOBEC3C,expression,0.0,1,0.02
expr:APOBEC3D,expression,0.0,0,0.0
expr:APOBEC3F,expression,0.0,0,0.0
expr:APOBEC3H,expression,0.0,2,0.04
meth:SLC22A24,methylation,0.0,1,0.02
meth:SLC22A25,methylation,0.0,1,0.02
meth:SLC22A3,methylation,0.0,0,0.0
meth:SLC22A6,methylation,0.0,0,0.0
meth:SLC22A8,methylation,0.0,0,0.0
expr:APOA1,expression,0.0,2,0.04
expr:APOA2,expression,0.0,0,0.0
expr:APOBEC1,expression,0.0,8,0.16
meth:SLC22A20,methylation,0.0,8,0.16
meth:SLC17A7,methylation,0.0,0,0.0
meth:SLC17A8,methylation,0.0,6,0.12
meth:SLC17A9,methylation,0.0,0,0.0
meth:SLC18A1,methylation,0.0,0,0.0
meth:SLC18A2,methylation,0.0,0,0.0
meth:SLC19A3,methylation,0.0,0,0.0
meth:SLC1A2,methylation,0.0,0,0.0
meth:SLC1A3,methylation,0.0,0,0.0
meth:SLC16A11,methylation,0.0,0,0.0
meth:SLC16A12,methylation,0.0,0,0.0
meth:SLC16A4,methylation,0.0,3,0.06
meth:SLC16A5,methylation,0.0,0,0.0
expr:AQP10,expression,0.0,4,0.08
meth:SLC17A3,methylation,0.0,0,0.0
meth:SLC17A4,methylation,0.0,0,0.0
meth:SLC17A6,methylation,0.0,0,0.0
meth:SLC13A5,methylation,0.0,0,0.0
meth:SLC14A2,methylation,0.0,0,0.0
meth:SLC15A1,methylation,0.0,2,0.04
meth:SLC15A3,methylation,0.0,0,0.0
meth:SLC15A4,methylation,0.0,0,0.0
meth:SLC15A5,methylation,0.0,0,0.0
meth:SLC16A1,methylation,0.0,0,0.0
meth:SLC16A10,methylation,0.0,0,0.0
expr:APOOL,expression,0.0,0,0.0
expr:APPBP2,expression,0.0,1,0.02
expr:AQP1,expression,0.0,0,0.0
meth:SLC17A2,methylation,0.0,0,0.0
meth:SNORD115-6,methylation,0.0,0,0.0
meth:SNORD115-7,methylation,0.0,0,0.0
meth:SNORD115-8,methylation,0.0,0,0.0
meth:SNORD115-9,methylation,0.0,0,0.0
meth:SNORD116-1,methylation,0.0,0,0.0
meth:SNORD115-35,methylation,0.0,0,0.0
meth:SNORD115-36,methylation,0.0,0,0.0
meth:SNORD115-38,methylation,0.0,0,0.0
meth:SNORD115-39,methylation,0.0,0,0.0
meth:SNORD115-40,methylation,0.0,0,0.0
meth:SNORD115-41,methylation,0.0,0,0.0
meth:SNORD115-42,methylation,0.0,0,0.0
meth:SNORD115-43,methylation,0.0,0,0.0
meth:SLC9A4,methylation,0.0,0,0.0
meth:SNORD115-26,methylation,0.0,0,0.0
meth:SNORD115-29,methylation,0.0,0,0.0
meth:SNORD115-3,methylation,0.0,0,0.0
meth:SNORD115-31,methylation,0.0,0,0.0
meth:SNORD115-32,methylation,0.0,0,0.0
meth:SNORD115-33,methylation,0.0,0,0.0
meth:SNORD115-34,methylation,0.0,0,0.0
meth:SNORD115-17,methylation,0.0,0,0.0
meth:SNORD115-18,methylation,0.0,0,0.0
meth:SNORD115-19,methylation,0.0,0,0.0
meth:SNORD115-2,methylation,0.0,0,0.0
meth:SNORD115-20,methylation,0.0,0,0.0
meth:SNORD115-21,methylation,0.0,0,0.0
meth:SNORD115-25,methylation,0.0,0,0.0
meth:SNORD115-15,methylation,0.0,0,0.0
meth:SNORD115-16,methylation,0.0,0,0.0
meth:SNORD113-6,methylation,0.0,0,0.0
meth:SNORD113-9,methylation,0.0,0,0.0
meth:SNORD114-14,methylation,0.0,0,0.0
meth:SNORD114-15,methylation,0.0,2,0.04
meth:SNORD114-16,methylation,0.0,7,0.14
meth:SNORD114-4,methylation,0.0,0,0.0
meth:SNORD114-7,methylation,0.0,0,0.0
meth:SNORD114-8,methylation,0.0,0,0.0
meth:SNORD100,methylation,0.0,0,0.0
meth:SNORD107,methylation,0.0,0,0.0
meth:SNORD108,methylation,0.0,0,0.0
meth:SNORD115-5,methylation,0.0,0,0.0
meth:SNORD109B,methylation,0.0,0,0.0
meth:SNORD11,methylation,0.0,0,0.0
meth:SNORD113-1,methylation,0.0,0,0.0
meth:SNORD113-4,methylation,0.0,0,0.0
meth:SNORA61,methylation,0.0,0,0.0
meth:SNORA64,methylation,0.0,0,0.0
meth:SNORA65,methylation,0.0,3,0.06
meth:SNORA68,methylation,0.0,2,0.04
meth:SNORA77,methylation,0.0,0,0.0
meth:SNORA8,methylation,0.0,3,0.06
meth:SNORA81,methylation,0.0,2,0.04
meth:SNORD115-44,methylation,0.0,0,0.0
meth:SNORD115-48,methylation,0.0,0,0.0
meth:SNORD109A,methylation,0.0,0,0.0
meth:SNORD116-15,methylation,0.0,0,0.0
meth:SNORD116-16,methylation,0.0,0,0.0
meth:SNORD116-17,methylation,0.0,0,0.0
meth:SNORD31,methylation,0.0,1,0.02
meth:SNORD32A,methylation,0.0,0,0.0
meth:SNORD32B,methylation,0.0,0,0.0
meth:SNORD33,methylation,0.0,0,0.0
meth:SNORD34,methylation,0.0,1,0.02
meth:SNORD35A,methylation,0.0,1,0.02
meth:SNORD38A,methylation,0.0,0,0.0
meth:SNORD12B,methylation,0.0,0,0.0
meth:SNORD15B,methylation,0.0,12,0.24
meth:SNORD16,methylation,0.0,4,0.08
meth:SNORD115-22,methylation,0.0,0,0.0
meth:SNORD19,methylation,0.0,0,0.0
meth:SNORD19B,methylation,0.0,0,0.0
meth:SNORD22,methylation,0.0,0,0.0
meth:SNORD116-3,methylation,0.0,0,0.0
meth:SNORD116-4,methylation,0.0,0,0.0
meth:SNORD116-5,methylation,0.0,0,0.0
meth:SNORD116-6,methylation,0.0,0,0.0
meth:SNORD116-7,methylation,0.0,0,0.0
meth:SNORD116-9,methylation,0.0,0,0.0
meth:SNORD12,methylation,0.0,0,0.0
meth:SNORD125,methylation,0.0,0,0.0
expr:ANKFN1,expression,0.0,0,0.0
expr:ANKK1,expression,0.0,0,0.0
meth:SNORD18B,methylation,0.0,3,0.06
meth:SNORD115-23,methylation,0.0,0,0.0
expr:ANGPTL3,expression,0.0,0,0.0
expr:ANGPTL4,expression,0.0,0,0.0
expr:ANGPTL5,expression,0.0,0,0.0
expr:ANGPTL6,expression,0.0,0,0.0
expr:ANK1,expression,0.0,0,0.0
expr:ANK2,expression,0.0,0,0.0
expr:ANKEF1,expression,0.0,0,0.0
expr:AMY2A,expression,0.0,4,0.08
expr:AMY2B,expression,0.0,2,0.04
expr:AMZ1,expression,0.0,3,0.06
expr:ANG,expression,0.0,1,0.02
expr:ANGPT1,expression,0.0,0,0.0
meth:SNORD116-14,methylation,0.0,0,0.0
expr:ANGPT4,expression,0.0,0,0.0
expr:ANGPTL2,expression,0.0,0,0.0
meth:SNORD116-18,methylation,0.0,0,0.0
meth:SNORD116-19,methylation,0.0,0,0.0
meth:SNORD116-2,methylation,0.0,0,0.0
meth:SNORD116-20,methylation,0.0,0,0.0
expr:AMMECR1,expression,0.0,0,0.0
expr:AMN,expression,0.0,1,0.02
expr:AMOTL1,expression,0.0,0,0.0
expr:AMT,expression,0.0,0,0.0
meth:SNORD116-10,methylation,0.0,0,0.0
meth:SNORD116-11,methylation,0.0,0,0.0
